time,SWD
2025-02-01 13:00:00.000000000,321.95267
2025-02-01 13:10:00.001144409,310.33774
2025-02-01 13:19:59.998855590,300.3759
2025-02-01 13:30:00.000000000,286.89417
2025-02-01 13:40:00.001144409,273.75137
2025-02-01 13:49:59.998855590,261.85547
2025-02-01 14:00:00.000000000,248.9036
2025-02-01 14:10:00.001144409,232.93306
2025-02-01 14:19:59.998855590,215.64702
2025-02-01 14:30:00.000000000,198.11026
2025-02-01 14:40:00.001144409,179.45767
2025-02-01 14:49:59.998855590,159.68898
2025-02-01 15:00:00.000000000,139.26944
2025-02-01 15:10:00.001144409,118.851036
2025-02-01 15:19:59.998855590,98.91166
2025-02-01 15:30:00.000000000,79.40956
2025-02-01 15:40:00.001144409,60.922447
2025-02-01 15:49:59.998855590,43.76174
2025-02-01 16:00:00.000000000,28.007696
2025-02-01 16:09:59.997711181,13.142607
2025-02-01 16:20:00.002288818,5.636258
2025-02-01 16:30:00.000000000,1.5881449
2025-02-01 16:39:59.997711181,0.0
2025-02-01 16:50:00.002288818,0.0
2025-02-01 17:00:00.000000000,0.0
2025-02-01 17:09:59.997711181,0.0
2025-02-01 17:20:00.002288818,0.0
2025-02-01 17:30:00.000000000,0.0
2025-02-01 17:39:59.997711181,0.0
2025-02-01 17:50:00.002288818,0.0
2025-02-01 18:00:00.000000000,0.0
2025-02-01 18:09:59.997711181,0.0
2025-02-01 18:20:00.002288818,0.0
2025-02-01 18:30:00.000000000,0.0
2025-02-01 18:39:59.997711181,0.0
2025-02-01 18:50:00.002288818,0.0
2025-02-01 19:00:00.000000000,0.0
2025-02-01 19:09:59.997711181,0.0
2025-02-01 19:20:00.002288818,0.0
2025-02-01 19:30:00.000000000,0.0
2025-02-01 19:39:59.997711181,0.0
2025-02-01 19:50:00.002288818,0.0
2025-02-01 20:00:00.000000000,0.0
2025-02-01 20:09:59.997711181,0.0
2025-02-01 20:20:00.002288818,0.0
2025-02-01 20:30:00.000000000,0.0
2025-02-01 20:39:59.997711181,0.0
2025-02-01 20:50:00.002288818,0.0
2025-02-01 21:00:00.000000000,0.0
2025-02-01 21:09:59.997711181,0.0
2025-02-01 21:20:00.002288818,0.0
2025-02-01 21:30:00.000000000,0.0
2025-02-01 21:39:59.997711181,0.0
2025-02-01 21:50:00.002288818,0.0
2025-02-01 22:00:00.000000000,0.0
2025-02-01 22:09:59.997711181,0.0
2025-02-01 22:20:00.002288818,0.0
2025-02-01 22:30:00.000000000,0.0
2025-02-01 22:39:59.997711181,0.0
2025-02-01 22:50:00.002288818,0.0
2025-02-01 23:00:00.000000000,0.0
2025-02-01 23:09:59.997711181,0.0
2025-02-01 23:20:00.002288818,0.0
2025-02-01 23:30:00.000000000,0.0
2025-02-01 23:39:59.997711181,0.0
2025-02-01 23:50:00.002288818,0.0
2025-02-02 00:00:00.000000000,0.0
2025-02-02 00:09:59.997711181,0.0
2025-02-02 00:20:00.002288818,0.0
2025-02-02 00:30:00.000000000,0.0
2025-02-02 00:39:59.997711181,0.0
2025-02-02 00:50:00.002288818,0.0
2025-02-02 01:00:00.000000000,0.0
2025-02-02 01:09:59.997711181,0.0
2025-02-02 01:20:00.002288818,0.0
2025-02-02 01:30:00.000000000,0.0
2025-02-02 01:39:59.997711181,0.0
2025-02-02 01:50:00.002288818,0.0
2025-02-02 02:00:00.000000000,0.0
2025-02-02 02:09:59.997711181,0.0
2025-02-02 02:20:00.002288818,0.0
2025-02-02 02:30:00.000000000,0.0
2025-02-02 02:39:59.997711181,0.0
2025-02-02 02:50:00.002288818,0.0
2025-02-02 03:00:00.000000000,0.0
2025-02-02 03:09:59.997711181,0.0
2025-02-02 03:20:00.002288818,0.0
2025-02-02 03:30:00.000000000,0.0
2025-02-02 03:39:59.997711181,0.0
2025-02-02 03:50:00.002288818,0.0
2025-02-02 04:00:00.000000000,0.0
2025-02-02 04:09:59.997711181,0.0
2025-02-02 04:20:00.002288818,0.0
2025-02-02 04:30:00.000000000,0.0
2025-02-02 04:39:59.997711181,0.0
2025-02-02 04:50:00.002288818,0.0
2025-02-02 05:00:00.000000000,0.0
2025-02-02 05:09:59.997711181,0.0
2025-02-02 05:20:00.002288818,0.0
2025-02-02 05:30:00.000000000,0.0
2025-02-02 05:39:59.997711181,0.0
2025-02-02 05:50:00.002288818,0.0
2025-02-02 06:00:00.000000000,0.0
2025-02-02 06:09:59.997711181,0.0
2025-02-02 06:20:00.002288818,0.0
2025-02-02 06:30:00.000000000,0.0
2025-02-02 06:39:59.997711181,0.0
2025-02-02 06:50:00.002288818,0.0
2025-02-02 07:00:00.000000000,0.49364895
2025-02-02 07:09:59.997711181,3.152809
2025-02-02 07:20:00.002288818,7.6759048
2025-02-02 07:30:00.000000000,17.288107
2025-02-02 07:39:59.997711181,30.94226
2025-02-02 07:50:00.002288818,47.131645
2025-02-02 08:00:00.000000000,65.48961
2025-02-02 08:10:00.004577636,84.623375
2025-02-02 08:19:59.995422363,104.22633
2025-02-02 08:30:00.000000000,124.496925
2025-02-02 08:40:00.004577636,144.69556
2025-02-02 08:49:59.995422363,165.0181
2025-02-02 09:00:00.000000000,186.85852
2025-02-02 09:10:00.004577636,206.89377
2025-02-02 09:19:59.995422363,226.97421
2025-02-02 09:30:00.000000000,244.65182
2025-02-02 09:40:00.004577636,263.03986
2025-02-02 09:49:59.995422363,217.11856
2025-02-02 10:00:00.000000000,269.55502
2025-02-02 10:10:00.004577636,303.29446
2025-02-02 10:19:59.995422363,317.13934
2025-02-02 10:30:00.000000000,325.27255
2025-02-02 10:40:00.004577636,337.55713
2025-02-02 10:49:59.995422363,346.24924
2025-02-02 11:00:00.000000000,355.28943
2025-02-02 11:10:00.004577636,353.74112
2025-02-02 11:19:59.995422363,365.42154
2025-02-02 11:30:00.000000000,364.5252
2025-02-02 11:40:00.004577636,372.20923
2025-02-02 11:49:59.995422363,368.74692
2025-02-02 12:00:00.000000000,372.81046
2025-02-02 12:10:00.004577636,368.74802
2025-02-02 12:19:59.995422363,366.48727
2025-02-02 12:30:00.000000000,340.87476
2025-02-02 12:40:00.004577636,312.8555
2025-02-02 12:49:59.995422363,342.11414
2025-02-02 13:00:00.000000000,336.49677
2025-02-02 13:10:00.004577636,328.65845
2025-02-02 13:19:59.995422363,309.05008
2025-02-02 13:30:00.000000000,310.65457
2025-02-02 13:40:00.004577636,290.27774
2025-02-02 13:49:59.995422363,291.53964
2025-02-02 14:00:00.000000000,277.22632
2025-02-02 14:10:00.004577636,259.32388
2025-02-02 14:19:59.995422363,237.16492
2025-02-02 14:30:00.000000000,217.52213
2025-02-02 14:40:00.004577636,199.64957
2025-02-02 14:49:59.995422363,181.52638
2025-02-02 15:00:00.000000000,161.5691
2025-02-02 15:10:00.004577636,142.444
2025-02-02 15:19:59.995422363,123.88222
2025-02-02 15:30:00.000000000,104.66398
2025-02-02 15:40:00.004577636,85.88857
2025-02-02 15:49:59.995422363,65.61933
2025-02-02 16:00:00.000000000,45.202843
2025-02-02 16:10:00.004577636,24.438608
2025-02-02 16:19:59.995422363,12.775789
2025-02-02 16:30:00.000000000,6.8187075
2025-02-02 16:40:00.004577636,1.8527712
2025-02-02 16:49:59.995422363,0.0
2025-02-02 17:00:00.000000000,0.0
2025-02-02 17:10:00.004577636,0.0
2025-02-02 17:19:59.995422363,0.0
2025-02-02 17:30:00.000000000,0.0
2025-02-02 17:40:00.004577636,0.0
2025-02-02 17:49:59.995422363,0.0
2025-02-02 18:00:00.000000000,0.0
2025-02-02 18:10:00.004577636,0.0
2025-02-02 18:19:59.995422363,0.0
2025-02-02 18:30:00.000000000,0.0
2025-02-02 18:40:00.004577636,0.0
2025-02-02 18:49:59.995422363,0.0
2025-02-02 19:00:00.000000000,0.0
2025-02-02 19:10:00.004577636,0.0
2025-02-02 19:19:59.995422363,0.0
2025-02-02 19:30:00.000000000,0.0
2025-02-02 19:40:00.004577636,0.0
2025-02-02 19:49:59.995422363,0.0
2025-02-02 20:00:00.000000000,0.0
2025-02-02 20:10:00.004577636,0.0
2025-02-02 20:19:59.995422363,0.0
2025-02-02 20:30:00.000000000,0.0
2025-02-02 20:40:00.004577636,0.0
2025-02-02 20:49:59.995422363,0.0
2025-02-02 21:00:00.000000000,0.0
2025-02-02 21:10:00.004577636,0.0
2025-02-02 21:19:59.995422363,0.0
2025-02-02 21:30:00.000000000,0.0
2025-02-02 21:40:00.004577636,0.0
2025-02-02 21:49:59.995422363,0.0
2025-02-02 22:00:00.000000000,0.0
2025-02-02 22:10:00.004577636,0.0
2025-02-02 22:19:59.995422363,0.0
2025-02-02 22:30:00.000000000,0.0
2025-02-02 22:40:00.004577636,0.0
2025-02-02 22:49:59.995422363,0.0
2025-02-02 23:00:00.000000000,0.0
2025-02-02 23:10:00.004577636,0.0
2025-02-02 23:19:59.995422363,0.0
2025-02-02 23:30:00.000000000,0.0
2025-02-02 23:40:00.004577636,0.0
2025-02-02 23:49:59.995422363,0.0
2025-02-03 00:00:00.000000000,0.0
2025-02-03 00:10:00.004577636,0.0
2025-02-03 00:19:59.995422363,0.0
2025-02-03 00:30:00.000000000,0.0
2025-02-03 00:40:00.004577636,0.0
2025-02-03 00:49:59.995422363,0.0
2025-02-03 01:00:00.000000000,0.0
2025-02-03 01:10:00.004577636,0.0
2025-02-03 01:19:59.995422363,0.0
2025-02-03 01:30:00.000000000,0.0
2025-02-03 01:40:00.004577636,0.0
2025-02-03 01:49:59.995422363,0.0
2025-02-03 02:00:00.000000000,0.0
2025-02-03 02:10:00.004577636,0.0
2025-02-03 02:19:59.995422363,0.0
2025-02-03 02:30:00.000000000,0.0
2025-02-03 02:40:00.004577636,0.0
2025-02-03 02:49:59.995422363,0.0
2025-02-03 03:00:00.000000000,0.0
2025-02-03 03:10:00.004577636,0.0
2025-02-03 03:19:59.995422363,0.0
2025-02-03 03:30:00.000000000,0.0
2025-02-03 03:40:00.004577636,0.0
2025-02-03 03:49:59.995422363,0.0
2025-02-03 04:00:00.000000000,0.0
2025-02-03 04:10:00.004577636,0.0
2025-02-03 04:19:59.995422363,0.0
2025-02-03 04:30:00.000000000,0.0
2025-02-03 04:40:00.004577636,0.0
2025-02-03 04:49:59.995422363,0.0
2025-02-03 05:00:00.000000000,0.0
2025-02-03 05:10:00.004577636,0.0
2025-02-03 05:19:59.995422363,0.0
2025-02-03 05:30:00.000000000,0.0
2025-02-03 05:40:00.004577636,0.0
2025-02-03 05:49:59.995422363,0.0
2025-02-03 06:00:00.000000000,0.0
2025-02-03 06:10:00.004577636,0.0
2025-02-03 06:19:59.995422363,0.0
2025-02-03 06:30:00.000000000,0.0
2025-02-03 06:40:00.004577636,0.0
2025-02-03 06:49:59.995422363,0.0
2025-02-03 07:00:00.000000000,1.2111238
2025-02-03 07:10:00.004577636,4.4651647
2025-02-03 07:19:59.995422363,11.168014
2025-02-03 07:30:00.000000000,22.58853
2025-02-03 07:40:00.004577636,39.666473
2025-02-03 07:49:59.995422363,57.316578
2025-02-03 08:00:00.000000000,75.58853
2025-02-03 08:10:00.004577636,96.19465
2025-02-03 08:19:59.995422363,117.03792
2025-02-03 08:30:00.000000000,125.45284
2025-02-03 08:40:00.004577636,151.10527
2025-02-03 08:49:59.995422363,160.128
2025-02-03 09:00:00.000000000,183.48038
2025-02-03 09:10:00.004577636,206.94055
2025-02-03 09:19:59.995422363,226.2236
2025-02-03 09:30:00.000000000,243.84624
2025-02-03 09:40:00.004577636,252.97578
2025-02-03 09:49:59.995422363,194.8795
2025-02-03 10:00:00.000000000,254.46732
2025-02-03 10:10:00.004577636,294.8252
2025-02-03 10:19:59.995422363,316.73535
2025-02-03 10:30:00.000000000,326.0893
2025-02-03 10:40:00.004577636,333.4001
2025-02-03 10:49:59.995422363,342.52097
2025-02-03 11:00:00.000000000,348.66684
2025-02-03 11:10:00.004577636,352.3751
2025-02-03 11:19:59.995422363,358.16025
2025-02-03 11:30:00.000000000,351.88165
2025-02-03 11:40:00.004577636,349.86435
2025-02-03 11:49:59.995422363,358.9282
2025-02-03 12:00:00.000000000,358.50534
2025-02-03 12:10:00.004577636,356.6644
2025-02-03 12:19:59.995422363,351.89633
2025-02-03 12:30:00.000000000,346.57947
2025-02-03 12:40:00.004577636,345.26984
2025-02-03 12:49:59.995422363,322.9494
2025-02-03 13:00:00.000000000,325.83124
2025-02-03 13:10:00.004577636,310.6159
2025-02-03 13:19:59.995422363,303.23328
2025-02-03 13:30:00.000000000,294.08795
2025-02-03 13:40:00.004577636,269.02155
2025-02-03 13:49:59.995422363,244.71481
2025-02-03 14:00:00.000000000,230.83371
2025-02-03 14:10:00.004577636,210.83565
2025-02-03 14:19:59.995422363,221.95688
2025-02-03 14:30:00.000000000,191.816
2025-02-03 14:40:00.004577636,162.83719
2025-02-03 14:49:59.995422363,136.9615
2025-02-03 15:00:00.000000000,127.32045
2025-02-03 15:10:00.004577636,119.45691
2025-02-03 15:19:59.995422363,98.543884
2025-02-03 15:30:00.000000000,77.820435
2025-02-03 15:40:00.004577636,60.882607
2025-02-03 15:49:59.995422363,43.120674
2025-02-03 16:00:00.000000000,28.585453
2025-02-03 16:09:59.990844726,16.773094
2025-02-03 16:20:00.009155273,7.895304
2025-02-03 16:30:00.000000000,3.1633952
2025-02-03 16:39:59.990844726,0.7727097
2025-02-03 16:50:00.009155273,0.0
2025-02-03 17:00:00.000000000,0.0
2025-02-03 17:09:59.990844726,0.0
2025-02-03 17:20:00.009155273,0.0
2025-02-03 17:30:00.000000000,0.0
2025-02-03 17:39:59.990844726,0.0
2025-02-03 17:50:00.009155273,0.0
2025-02-03 18:00:00.000000000,0.0
2025-02-03 18:09:59.990844726,0.0
2025-02-03 18:20:00.009155273,0.0
2025-02-03 18:30:00.000000000,0.0
2025-02-03 18:39:59.990844726,0.0
2025-02-03 18:50:00.009155273,0.0
2025-02-03 19:00:00.000000000,0.0
2025-02-03 19:09:59.990844726,0.0
2025-02-03 19:20:00.009155273,0.0
2025-02-03 19:30:00.000000000,0.0
2025-02-03 19:39:59.990844726,0.0
2025-02-03 19:50:00.009155273,0.0
2025-02-03 20:00:00.000000000,0.0
2025-02-03 20:09:59.990844726,0.0
2025-02-03 20:20:00.009155273,0.0
2025-02-03 20:30:00.000000000,0.0
2025-02-03 20:39:59.990844726,0.0
2025-02-03 20:50:00.009155273,0.0
2025-02-03 21:00:00.000000000,0.0
2025-02-03 21:09:59.990844726,0.0
2025-02-03 21:20:00.009155273,0.0
2025-02-03 21:30:00.000000000,0.0
2025-02-03 21:39:59.990844726,0.0
2025-02-03 21:50:00.009155273,0.0
2025-02-03 22:00:00.000000000,0.0
2025-02-03 22:09:59.990844726,0.0
2025-02-03 22:20:00.009155273,0.0
2025-02-03 22:30:00.000000000,0.0
2025-02-03 22:39:59.990844726,0.0
2025-02-03 22:50:00.009155273,0.0
2025-02-03 23:00:00.000000000,0.0
2025-02-03 23:09:59.990844726,0.0
2025-02-03 23:20:00.009155273,0.0
2025-02-03 23:30:00.000000000,0.0
2025-02-03 23:39:59.990844726,0.0
2025-02-03 23:50:00.009155273,0.0
2025-02-04 00:00:00.000000000,0.0
2025-02-04 00:09:59.990844726,0.0
2025-02-04 00:20:00.009155273,0.0
2025-02-04 00:30:00.000000000,0.0
2025-02-04 00:39:59.990844726,0.0
2025-02-04 00:50:00.009155273,0.0
2025-02-04 01:00:00.000000000,0.0
2025-02-04 01:09:59.990844726,0.0
2025-02-04 01:20:00.009155273,0.0
2025-02-04 01:30:00.000000000,0.0
2025-02-04 01:39:59.990844726,0.0
2025-02-04 01:50:00.009155273,0.0
2025-02-04 02:00:00.000000000,0.0
2025-02-04 02:09:59.990844726,0.0
2025-02-04 02:20:00.009155273,0.0
2025-02-04 02:30:00.000000000,0.0
2025-02-04 02:39:59.990844726,0.0
2025-02-04 02:50:00.009155273,0.0
2025-02-04 03:00:00.000000000,0.0
2025-02-04 03:09:59.990844726,0.0
2025-02-04 03:20:00.009155273,0.0
2025-02-04 03:30:00.000000000,0.0
2025-02-04 03:39:59.990844726,0.0
2025-02-04 03:50:00.009155273,0.0
2025-02-04 04:00:00.000000000,0.0
2025-02-04 04:09:59.990844726,0.0
2025-02-04 04:20:00.009155273,0.0
2025-02-04 04:30:00.000000000,0.0
2025-02-04 04:39:59.990844726,0.0
2025-02-04 04:50:00.009155273,0.0
2025-02-04 05:00:00.000000000,0.0
2025-02-04 05:09:59.990844726,0.0
2025-02-04 05:20:00.009155273,0.0
2025-02-04 05:30:00.000000000,0.0
2025-02-04 05:39:59.990844726,0.0
2025-02-04 05:50:00.009155273,0.0
2025-02-04 06:00:00.000000000,0.0
2025-02-04 06:09:59.990844726,0.0
2025-02-04 06:20:00.009155273,0.0
2025-02-04 06:30:00.000000000,0.0
2025-02-04 06:39:59.990844726,0.0
2025-02-04 06:50:00.009155273,0.0
2025-02-04 07:00:00.000000000,0.36508852
2025-02-04 07:09:59.990844726,1.4668977
2025-02-04 07:20:00.009155273,4.5687075
2025-02-04 07:30:00.000000000,7.694188
2025-02-04 07:39:59.990844726,12.054659
2025-02-04 07:50:00.009155273,15.577751
2025-02-04 08:00:00.000000000,17.117786
2025-02-04 08:09:59.990844726,20.725174
2025-02-04 08:20:00.009155273,18.667053
2025-02-04 08:30:00.000000000,22.607008
2025-02-04 08:39:59.990844726,26.369522
2025-02-04 08:50:00.009155273,30.854504
2025-02-04 09:00:00.000000000,29.70054
2025-02-04 09:09:59.990844726,27.614895
2025-02-04 09:20:00.009155273,30.253468
2025-02-04 09:30:00.000000000,33.799644
2025-02-04 09:39:59.990844726,39.825634
2025-02-04 09:50:00.009155273,47.085186
2025-02-04 10:00:00.000000000,54.13143
2025-02-04 10:09:59.990844726,61.289074
2025-02-04 10:20:00.009155273,65.410286
2025-02-04 10:30:00.000000000,70.677444
2025-02-04 10:39:59.990844726,73.47941
2025-02-04 10:50:00.009155273,80.115295
2025-02-04 11:00:00.000000000,82.99212
2025-02-04 11:09:59.990844726,84.159744
2025-02-04 11:20:00.009155273,86.71247
2025-02-04 11:30:00.000000000,93.25789
2025-02-04 11:39:59.990844726,96.31063
2025-02-04 11:50:00.009155273,98.360275
2025-02-04 12:00:00.000000000,118.56409
2025-02-04 12:09:59.990844726,132.67705
2025-02-04 12:20:00.009155273,124.538475
2025-02-04 12:30:00.000000000,120.3372
2025-02-04 12:39:59.990844726,117.03599
2025-02-04 12:50:00.009155273,108.94823
2025-02-04 13:00:00.000000000,101.50386
2025-02-04 13:09:59.990844726,104.53424
2025-02-04 13:20:00.009155273,107.7831
2025-02-04 13:30:00.000000000,109.62915
2025-02-04 13:39:59.990844726,97.78734
2025-02-04 13:50:00.009155273,79.96811
2025-02-04 14:00:00.000000000,69.22268
2025-02-04 14:09:59.990844726,75.49461
2025-02-04 14:20:00.009155273,71.69633
2025-02-04 14:30:00.000000000,81.09872
2025-02-04 14:39:59.990844726,86.17418
2025-02-04 14:50:00.009155273,90.48769
2025-02-04 15:00:00.000000000,139.87723
2025-02-04 15:09:59.990844726,140.91418
2025-02-04 15:20:00.009155273,89.32179
2025-02-04 15:30:00.000000000,93.94957
2025-02-04 15:39:59.990844726,75.07814
2025-02-04 15:50:00.009155273,51.33313
2025-02-04 16:00:00.000000000,36.626835
2025-02-04 16:09:59.990844726,23.459583
2025-02-04 16:20:00.009155273,9.976135
2025-02-04 16:30:00.000000000,3.4366817
2025-02-04 16:39:59.990844726,0.13625872
2025-02-04 16:50:00.009155273,0.0
2025-02-04 17:00:00.000000000,0.0
2025-02-04 17:09:59.990844726,0.0
2025-02-04 17:20:00.009155273,0.0
2025-02-04 17:30:00.000000000,0.0
2025-02-04 17:39:59.990844726,0.0
2025-02-04 17:50:00.009155273,0.0
2025-02-04 18:00:00.000000000,0.0
2025-02-04 18:09:59.990844726,0.0
2025-02-04 18:20:00.009155273,0.0
2025-02-04 18:30:00.000000000,0.0
2025-02-04 18:39:59.990844726,0.0
2025-02-04 18:50:00.009155273,0.0
2025-02-04 19:00:00.000000000,0.0
2025-02-04 19:09:59.990844726,0.0
2025-02-04 19:20:00.009155273,0.0
2025-02-04 19:30:00.000000000,0.0
2025-02-04 19:39:59.990844726,0.0
2025-02-04 19:50:00.009155273,0.0
2025-02-04 20:00:00.000000000,0.0
2025-02-04 20:09:59.990844726,0.0
2025-02-04 20:20:00.009155273,0.0
2025-02-04 20:30:00.000000000,0.0
2025-02-04 20:39:59.990844726,0.0
2025-02-04 20:50:00.009155273,0.0
2025-02-04 21:00:00.000000000,0.0
2025-02-04 21:09:59.990844726,0.0
2025-02-04 21:20:00.009155273,0.0
2025-02-04 21:30:00.000000000,0.0
2025-02-04 21:39:59.990844726,0.0
2025-02-04 21:50:00.009155273,0.0
2025-02-04 22:00:00.000000000,0.0
2025-02-04 22:09:59.990844726,0.0
2025-02-04 22:20:00.009155273,0.0
2025-02-04 22:30:00.000000000,0.0
2025-02-04 22:39:59.990844726,0.0
2025-02-04 22:50:00.009155273,0.0
2025-02-04 23:00:00.000000000,0.0
2025-02-04 23:09:59.990844726,0.0
2025-02-04 23:20:00.009155273,0.0
2025-02-04 23:30:00.000000000,0.0
2025-02-04 23:39:59.990844726,0.0
2025-02-04 23:50:00.009155273,0.0
2025-02-05 00:00:00.000000000,0.0
2025-02-05 00:09:59.990844726,0.0
2025-02-05 00:20:00.009155273,0.0
2025-02-05 00:30:00.000000000,0.0
2025-02-05 00:39:59.990844726,0.0
2025-02-05 00:50:00.009155273,0.0
2025-02-05 01:00:00.000000000,0.0
2025-02-05 01:09:59.990844726,0.0
2025-02-05 01:20:00.009155273,0.0
2025-02-05 01:30:00.000000000,0.0
2025-02-05 01:39:59.990844726,0.0
2025-02-05 01:50:00.009155273,0.0
2025-02-05 02:00:00.000000000,0.0
2025-02-05 02:09:59.990844726,0.0
2025-02-05 02:20:00.009155273,0.0
2025-02-05 02:30:00.000000000,0.0
2025-02-05 02:39:59.990844726,0.0
2025-02-05 02:50:00.009155273,0.0
2025-02-05 03:00:00.000000000,0.0
2025-02-05 03:09:59.990844726,0.0
2025-02-05 03:20:00.009155273,0.0
2025-02-05 03:30:00.000000000,0.0
2025-02-05 03:39:59.990844726,0.0
2025-02-05 03:50:00.009155273,0.0
2025-02-05 04:00:00.000000000,0.0
2025-02-05 04:09:59.990844726,0.0
2025-02-05 04:20:00.009155273,0.0
2025-02-05 04:30:00.000000000,0.0
2025-02-05 04:39:59.990844726,0.0
2025-02-05 04:50:00.009155273,0.0
2025-02-05 05:00:00.000000000,0.0
2025-02-05 05:09:59.990844726,0.0
2025-02-05 05:20:00.009155273,0.0
2025-02-05 05:30:00.000000000,0.0
2025-02-05 05:39:59.990844726,0.0
2025-02-05 05:50:00.009155273,0.0
2025-02-05 06:00:00.000000000,0.0
2025-02-05 06:09:59.990844726,0.0
2025-02-05 06:20:00.009155273,0.0
2025-02-05 06:30:00.000000000,0.0
2025-02-05 06:39:59.990844726,0.0
2025-02-05 06:50:00.009155273,0.0
2025-02-05 07:00:00.000000000,0.4439954
2025-02-05 07:09:59.990844726,1.8400694
2025-02-05 07:20:00.009155273,3.693803
2025-02-05 07:30:00.000000000,7.0177064
2025-02-05 07:39:59.990844726,10.135297
2025-02-05 07:50:00.009155273,17.568325
2025-02-05 08:00:00.000000000,25.263662
2025-02-05 08:09:59.990844726,33.073708
2025-02-05 08:20:00.009155273,45.79292
2025-02-05 08:30:00.000000000,48.845463
2025-02-05 08:39:59.990844726,47.36779
2025-02-05 08:50:00.009155273,71.599495
2025-02-05 09:00:00.000000000,79.92168
2025-02-05 09:09:59.990844726,76.74617
2025-02-05 09:20:00.009155273,82.052734
2025-02-05 09:30:00.000000000,94.79446
2025-02-05 09:39:59.990844726,100.01213
2025-02-05 09:50:00.009155273,137.73364
2025-02-05 10:00:00.000000000,107.84276
2025-02-05 10:09:59.990844726,129.52426
2025-02-05 10:20:00.009155273,141.90012
2025-02-05 10:30:00.000000000,120.15397
2025-02-05 10:39:59.990844726,109.307556
2025-02-05 10:50:00.009155273,160.74347
2025-02-05 11:00:00.000000000,230.05139
2025-02-05 11:09:59.990844726,154.97768
2025-02-05 11:20:00.009155273,188.28677
2025-02-05 11:30:00.000000000,285.48807
2025-02-05 11:39:59.990844726,287.4182
2025-02-05 11:50:00.009155273,274.02386
2025-02-05 12:00:00.000000000,247.15378
2025-02-05 12:09:59.990844726,274.11105
2025-02-05 12:20:00.009155273,216.19055
2025-02-05 12:30:00.000000000,203.76253
