time,SWD,TSLWU
2025-02-04 07:30:00.000000000,7.694188,1.0557861
2025-02-04 07:39:59.990844726,12.054659,1.1800232
2025-02-04 07:50:00.009155273,15.577751,1.294281
2025-02-04 08:00:00.000000000,17.117786,1.3644409
2025-02-04 08:09:59.990844726,20.725174,1.4609375
2025-02-04 08:20:00.009155273,18.667053,1.5057068
2025-02-04 08:30:00.000000000,22.607008,1.5921326
2025-02-04 08:39:59.990844726,26.369522,1.6901855
2025-02-04 08:50:00.009155273,30.854504,1.8189392
2025-02-04 09:00:00.000000000,29.70054,1.8916016
2025-02-04 09:09:59.990844726,27.614895,1.918335
2025-02-04 09:20:00.009155273,30.253468,2.0075378
2025-02-04 09:30:00.000000000,33.799644,2.0935059
2025-02-04 09:39:59.990844726,39.825634,2.2069397
2025-02-04 09:50:00.009155273,47.085186,2.3252258
2025-02-04 10:00:00.000000000,54.13143,2.4993591
2025-02-04 10:09:59.990844726,61.289074,2.6351318
2025-02-04 10:20:00.009155273,65.410286,2.793335
2025-02-04 10:30:00.000000000,70.677444,2.9307861
2025-02-04 10:39:59.990844726,73.47941,3.0867615
2025-02-04 10:50:00.009155273,80.115295,3.3053894
2025-02-04 11:00:00.000000000,82.99212,3.4169922
2025-02-04 11:09:59.990844726,84.159744,3.5422668
2025-02-04 11:20:00.009155273,86.71247,3.685852
2025-02-04 11:30:00.000000000,93.25789,3.7312317
